hotelId,hotelName,star,reviewScore,reviewScoreText,reviewCount,cityId,cityName,districtId,districtName,latitude,longitude,nearbyLandmark,minPrice,avgPrice,originalPrice,currency,roomsLeft,lastBookedText,buttonContent,isSoldOut,hotelType
130031563,KHÁCH SẠN MlLAN(HOTEL MlLAN),0,,,,94122,Dĩ An,,,10.889652,106.773965,Dĩ An,,,,VND,,,Xem Phòng Trống,No,NORMAL
118951053,Hoa Hồng Hotel Ho Chi Minh City(Hoa Hong Hotel HCMC),3,7.1,,12,301,TP. Hồ Chí Minh,,,10.780123,106.623752,"Gần Hoa Nắng Spa, 958/37 Âu cơ, phường 14, Tân Bình, Thành phố Hồ Chí Minh",,,,VND,,,Xem Phòng Trống,No,NORMAL
10672720,Khách sạn Venus(Venus Hotel),2,8.1,Rất Tốt,86,301,TP. Hồ Chí Minh,,,10.83808,106.65261,Gần Trung Tâm Triển Lãm Hội Nghị Quốc Tế Sky Expo Việt Nam,,,,VND,,,Xem Phòng Trống,No,NORMAL
130895199,Bộ sưu tập O Sunrise Hotel Trung Sơn gần Lotte Mart(Collection O Sunrise Hotel Trung Son Near Lotte Mart),3,7.0,,61,301,TP. Hồ Chí Minh,,,10.732419,106.690171,Gần Trung tâm Hội chợ và Triển lãm Sài Gòn,,,,VND,,,Xem Phòng Trống,No,NORMAL
714439,Hotel Avatar(Avatar hotel),2,8.6,Rất Tốt,2,301,TP. Hồ Chí Minh,,,10.786471,106.634555,"Gần Hoa Nắng Spa, 958/37 Âu cơ, phường 14, Tân Bình, Thành phố Hồ Chí Minh",,,,VND,,,Xem Phòng Trống,No,NORMAL
132855281,Thuận Phát Motel(Thuan Phat Motel),0,,,,77118,Thị xã Thuận An,,,10.942508,106.71993,Thị xã Thuận An,,,,VND,,,Xem Phòng Trống,No,NORMAL
10051616,Khách sạn Long Sơn(Long Son Hotel),2,2.5,,2,301,TP. Hồ Chí Minh,,,10.773659,106.655933,Gần Trung tâm Văn hóa Hòa Bình Quận 10,,,,VND,,,Xem Phòng Trống,No,NORMAL
132929704,Collection O Duc Dat Hotel - Go Vap District(Collection O Duc Dat Hotel - Go Vap District),3,,,,301,TP. Hồ Chí Minh,,,10.839386,106.647426,Gần Trung Tâm Triển Lãm Hội Nghị Quốc Tế Sky Expo Việt Nam,,,,VND,,,Xem Phòng Trống,No,NORMAL
132170037,Hà Đan Hotel - Bãi Sau Vũng Tàu(Ha Dan Hotel - Bai Sau Vung Tau),2,8.2,Rất Tốt,1,7529,Vũng Tàu,,,10.33876,107.088988,"Gần Tượng đài Chúa Kitô | Trung tâm Vũng Tàu, Vũng Tàu",,,,VND,,,Xem Phòng Trống,No,NORMAL
101235994,3H GRAND HOTEL(3H GRAND HOTEL),3,7.8,Tốt,33,7529,Vũng Tàu,,,10.330189,107.084646,"Gần Tượng đài Chúa Kitô | Trung tâm Vũng Tàu, Vũng Tàu",,,,VND,,,Xem Phòng Trống,No,NORMAL
22222044,Tomorrow Hostel Vũng Tàu - Tomorrow Homestay(Tomorrow Hostel Vung Tau - Tomorrow Homestay),3,8.3,Rất Tốt,21,7529,Vũng Tàu,,,10.344452,107.07993,"Gần Tượng đài Chúa Kitô | Trung tâm Vũng Tàu, Vũng Tàu",,,,VND,,,Xem Phòng Trống,No,NORMAL
73239181,Sun Hill Hotel(Sun Hill Hotel),3,8.7,Rất Tốt,41,7529,Vũng Tàu,,,10.336007,107.081577,"Gần Tượng đài Chúa Kitô | Trung tâm Vũng Tàu, Vũng Tàu",,,,VND,,,Xem Phòng Trống,No,NORMAL
71391746,Khách Sạn Đại An Bình Tân(Dai An Binh Tan Hotel),2,6.5,,15,301,TP. Hồ Chí Minh,,,10.814904,106.59798,"Cách trung tâm 11,5km",,,,VND,,,Xem Phòng Trống,No,NORMAL
119974120,COLE APARTMENT & HOTEL(COLE APARTMENT & HOTEL),3,9.5,Đáng Kinh Ngạc,2,301,TP. Hồ Chí Minh,,,10.828283,106.639948,"Gần Cc Thái An, Nguyễn Văn Quá, Phường Đông Hưng Thuận, Quận 12, TP Ho Chi Minh | Khu vực sân bay quốc tế Tân Sơn Nhất",,,,VND,,,Xem Phòng Trống,No,NORMAL
118611895,Khách Sạn Bảo Long Riverside(Bao Long Riverside Hotel),2,8.4,Rất Tốt,8,301,TP. Hồ Chí Minh,,,10.831216,106.690768,Gần Cảng hàng không Quốc tế Tân Sơn Nhất,,,,VND,,,Xem Phòng Trống,No,NORMAL
132621627,Hotel Anh Đức 2(Hotel Anh Duc 2),0,,,,456628,Chánh Nghĩa,,,10.971271,106.665416,Chánh Nghĩa,,,,VND,,,Xem Phòng Trống,No,NORMAL
92191813,Khách sạn The Shilla Luxury I(The Shilla Luxury I Hotel-더신라럭셔리호텔),2,9.0,Tuyệt Vời,111,301,TP. Hồ Chí Minh,,,10.732749,106.707384,Gần Trung tâm Hội chợ và Triển lãm Sài Gòn | Phú Mỹ Hưng,,,,VND,,,Xem Phòng Trống,No,NORMAL
